지점,지점명,일시,평균기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10)
192,진주,2019-12-29,1.4,13,1.3,.4,78.6,0,.59,2.92,,9.6
192,진주,2019-12-30,6,.6,1.4,.4,84.1,1.8,1.25,5.6,,6.4
192,진주,2019-12-31,-1.1,,5.4,2.2,35.3,8.5,2.14,12.56,,0
192,진주,2020-01-01,-1.6,,1.9,.5,56.1,8.5,1.99,11.67,,1.4
192,진주,2020-01-02,-.3,,2.3,.3,74,8.5,1.82,10.78,,.3
192,진주,2020-01-03,.5,,1.9,.4,71.9,8.5,1.9,11.08,,0
192,진주,2020-01-04,.9,,3.5,.6,67.4,8,1.95,10.67,,2.4
192,진주,2020-01-05,1,,1.8,.4,61.6,8.4,2.07,12.39,,2
192,진주,2020-01-06,3.1,13.8,1.5,.3,85.3,0,.3,1.67,,9.8
192,진주,2020-01-07,9.9,40.3,6.4,.9,93.6,0,.5,1.59,,8.8
192,진주,2020-01-08,7.4,,8,3.1,66.4,3.8,1.03,5.99,,6.4
192,진주,2020-01-09,3.1,,3.3,.8,63.9,8.1,1.74,10.11,,6.4
192,진주,2020-01-10,.7,,2.2,.4,70.6,8.6,2,11.71,,5
192,진주,2020-01-11,2.9,,1.7,.5,66.4,8.6,1.97,11.71,,4.8
192,진주,2020-01-12,2.4,,3.3,.9,60.5,8.6,2.04,11.97,,3
192,진주,2020-01-13,-.2,,3.3,.6,68.8,8.2,2.13,12.02,,3.9
192,진주,2020-01-14,.6,,2.4,.8,58.9,4.5,1.53,7.92,,6
192,진주,2020-01-15,-.4,,2.6,.7,63.9,8.7,2.11,13.11,,2.5
192,진주,2020-01-16,.6,,2.4,.6,52.8,6.8,2.09,10.53,,8.6
192,진주,2020-01-17,1.9,,1.7,.4,51.1,7.7,1.87,9.76,,5.3
192,진주,2020-01-18,1.7,,2.6,.6,51.6,8.1,2.06,11.88,,4.3
192,진주,2020-01-19,1.1,,3.5,.6,65.9,5.3,1.98,9.38,,4.8
192,진주,2020-01-20,.7,,3.9,.7,66.9,8.7,2.04,12.12,,.9
192,진주,2020-01-21,.6,,2.6,.7,53,8.9,2.27,14.67,,1.5
192,진주,2020-01-22,3.5,20.1,1.4,.5,76,0,.41,1.39,,8.6
192,진주,2020-01-23,6.7,7.9,2.1,.6,93.4,.3,1,5.1,,8.5
192,진주,2020-01-24,5.8,,2.8,.6,77.4,7.1,2.18,11.08,,6.6
192,진주,2020-01-25,6,,2.7,.5,82.4,.1,1.02,5.01,,9.9
192,진주,2020-01-26,7.3,,3.6,1.1,72.4,3.5,1.39,7.09,,9.6
192,진주,2020-01-27,5.9,22.8,2.9,1.7,89.6,0,.19,1.18,,8.5
192,진주,2020-01-28,8.2,.3,3.1,1.2,70.4,0,1.02,5.48,,5
192,진주,2020-01-29,6.6,.5,2,.7,81.6,.8,1.67,6.14,,7.6
192,진주,2020-01-30,5.2,,3.1,.8,72.6,5.2,1.74,9.9,,6.9
192,진주,2020-01-31,2.3,,2.9,.6,73.1,8.5,2.35,13.79,,2.3
192,진주,2020-02-01,2,,3.4,.8,70.3,9.1,2.22,13.62,,1.1
192,진주,2020-02-02,2.3,,2.6,.5,74.1,9,2.09,12.71,,4
192,진주,2020-02-03,1.6,,2.5,.7,65,8.4,2.37,13.74,,2.3
192,진주,2020-02-04,.3,,2.6,.7,60.9,9.5,2.44,15.96,,.3
192,진주,2020-02-05,-.1,,4.3,2.2,35.5,9.6,2.55,16.18,,.5
192,진주,2020-02-06,-1.6,,3.1,1.1,31.5,8.6,2.45,13.91,,4.4
192,진주,2020-02-07,2.3,,2,.7,40.9,8.5,1.98,12.61,,6
192,진주,2020-02-08,2.7,,4.3,1.6,49.3,9.6,2.44,15.32,,.1
192,진주,2020-02-09,.7,,2.1,.7,50.4,9.7,2.57,16.22,,0
192,진주,2020-02-10,2.6,,2.4,.7,64.5,9.4,2.27,14.07,,0
192,진주,2020-02-11,5.4,,2.5,.6,62.9,8.9,2.01,13.13,,5.9
192,진주,2020-02-12,8.6,20.8,2.8,.6,93.9,0,.47,2.4,,9.1
192,진주,2020-02-13,8.3,,2.8,.7,85.1,7.8,2.33,14,,5.1
192,진주,2020-02-14,9.2,,2.6,.5,73.6,9.6,2.53,15.95,,3.9
192,진주,2020-02-15,10,.5,2.1,.7,76.4,5.2,2.4,11.08,,7.5
192,진주,2020-02-16,5,4,5.3,1.8,64,3.9,1.32,8.61,,8.4
192,진주,2020-02-17,-.3,,7.1,2.9,51.1,6.3,2.16,13.12,,5
192,진주,2020-02-18,.4,,3.5,1.1,48.3,10.2,2.76,18.41,,0
192,진주,2020-02-19,3.1,,2.3,.6,54.9,9.9,2.63,16.63,,4.8
192,진주,2020-02-20,5.4,,2.3,.6,58.9,9.9,2.57,16.84,,1.9
192,진주,2020-02-21,7,1.3,3.6,.8,70.4,8.8,2.48,16.19,,6.1
192,진주,2020-02-22,8.3,.5,7.7,2,52.9,10,2.67,17.63,,.5
192,진주,2020-02-23,3.6,,3,.9,59.1,10.1,2.8,19.03,,0
192,진주,2020-02-24,6.7,.6,2.8,.7,66,8.9,2.57,16.35,,4.4
192,진주,2020-02-25,8.1,17.1,1.9,.8,94.5,0,.22,1.12,,8.5
192,진주,2020-02-26,9.4,,2.5,.9,79.1,5.5,2.58,13.15,,5.1
192,진주,2020-02-27,7.3,,2.9,1.1,67.6,4.3,2.35,11.47,,5.3
192,진주,2020-02-28,5.2,1.3,1.5,.5,84.5,0,.42,2.6,,7.8
192,진주,2020-02-29,6.5,,2.3,.7,83.1,2.9,1.32,9.23,,8.1
192,진주,2020-03-01,8.9,0,3.2,.9,74.1,3.8,2.61,12.13,,8.4
192,진주,2020-03-02,7.7,,4.3,1.6,43.6,9.8,3.01,19.34,,4.5
192,진주,2020-03-03,6.9,,2.6,.6,67.6,5.5,1.96,11.4,,8
192,진주,2020-03-04,6.2,0,5.5,1.8,52,9.1,2.92,19.1,,4.6
192,진주,2020-03-05,3.3,,4.1,1.2,46.8,10.7,2.97,20.44,,0
192,진주,2020-03-06,4.1,,3.1,.8,57.5,10.8,3.01,20.58,,1.8
192,진주,2020-03-07,4.5,3.9,2.3,.6,86.6,.7,1.98,6.75,,7.5
192,진주,2020-03-08,7.4,,3,.8,75.1,10.5,2.98,20.63,,2.4
192,진주,2020-03-09,8,7.4,2.1,.4,85,.6,1.54,6.79,,9.5
192,진주,2020-03-10,9,10.3,3.8,1,79.3,0,.63,3.7,,7.8
192,진주,2020-03-11,4.8,,4.6,1.5,56.6,10.7,3.17,22.38,,0
192,진주,2020-03-12,6,,3.3,1,56.8,10.8,3.13,22.04,,2.1
192,진주,2020-03-13,9.3,,2.6,.8,52.6,8.6,2.75,18.23,,6.8
192,진주,2020-03-14,7.4,,5,2.2,24.1,10.9,3.23,22.91,,2.3
192,진주,2020-03-15,6,0,8.5,2.9,46.1,8.6,3.01,17.76,,4.1
192,진주,2020-03-16,5.6,,4.7,1.4,42.8,10.9,3.23,22.67,,1.5
192,진주,2020-03-17,9.3,,5.1,1.6,54.4,10.8,3,20.85,,2.3
192,진주,2020-03-18,9.4,,3.3,.9,58.8,10.9,3.15,22.23,,1.3
192,진주,2020-03-19,12.1,,8,2.9,50.1,10.6,3.01,20.3,,1.8
192,진주,2020-03-20,10.6,,6.3,1.9,36.6,11.2,3.12,22.46,,0
192,진주,2020-03-21,12.3,,3.6,1.3,62.3,10.8,2.86,20.3,,1.3
192,진주,2020-03-22,13.6,,3.4,1.2,75.1,9.9,2.98,18.86,,2.5
192,진주,2020-03-23,11.6,,4.1,1.4,46.6,11.4,3.1,22.95,,0
192,진주,2020-03-24,9.6,,3.6,.8,56.8,11,3.13,22.29,,0
192,진주,2020-03-25,11.2,,3.3,.9,58.9,11.2,3.13,22.45,,2.9
192,진주,2020-03-26,10.8,18.6,1.6,.4,88.8,0,.38,2.26,,9.9
192,진주,2020-03-27,14.6,.9,3,.7,79.6,4.1,2.01,10.68,,8.1
192,진주,2020-03-28,8.7,,2.6,.8,59.3,0,1.21,8.74,,8.8
192,진주,2020-03-29,9,,2.8,1.2,65.8,8.9,3.19,20.93,,5.5
192,진주,2020-03-30,11.4,,3.4,.9,64.3,11.2,2.95,21.67,,5.9
192,진주,2020-03-31,11.4,,3.3,.7,65.9,11.3,3.02,22.41,,3.9
192,진주,2020-04-01,13.6,.4,5.3,1.3,46.8,6,2.8,15.89,,4.9
192,진주,2020-04-02,9.7,,3.3,.8,44.6,10.8,3.23,22.96,,1.6
192,진주,2020-04-03,10.8,,3.3,.9,47.9,11.1,3.31,23.81,,.9
192,진주,2020-04-04,10.9,,5.5,1.3,42.1,11.3,3.33,24.45,,0
192,진주,2020-04-05,7.5,,3.3,.7,43.8,11.3,3.49,25.91,,0
192,진주,2020-04-06,9.3,,2.5,.7,51.1,10.5,3.35,24.31,,4
192,진주,2020-04-07,13,,3.5,.8,51.3,11.2,3.07,22.03,,1.5
192,진주,2020-04-08,12.1,,3.8,1,37.3,11.4,3.33,24.65,,2
192,진주,2020-04-09,10.2,,3.5,.8,42,11.3,3.25,23.62,,1.8
192,진주,2020-04-10,9.5,0,1.7,.5,65.8,0,1.23,4.97,,8.4
192,진주,2020-04-11,9.2,4.2,2.6,.5,79.3,.4,1.48,8.97,,9
192,진주,2020-04-12,9.3,4.4,3.8,1.2,73,5.3,1.52,10.67,,6.6
192,진주,2020-04-13,9.9,,4,1.3,49.6,10.5,2.78,22.14,,1.9
192,진주,2020-04-14,11.8,,2.2,,54.8,11.8,3.54,26.2,,2.4
192,진주,2020-04-15,11.3,,2.6,.5,54.9,8.7,2.61,17.99,,7.5
192,진주,2020-04-16,11.4,,2.8,.8,68.1,11.7,3.31,24.69,,3
192,진주,2020-04-17,10.7,28.9,2.2,.3,90.8,0,.6,2.47,,9.1
192,진주,2020-04-18,14.1,,3,.7,70.3,11.4,3.51,26.32,,2.3
192,진주,2020-04-19,10.8,30,2.6,.7,90.3,.1,.68,4.14,,8.8
192,진주,2020-04-20,13.6,,6.3,1.7,68.5,9.5,3.46,23.32,,4.1
192,진주,2020-04-21,11.4,,6.8,2.1,36.9,11.2,3.54,26.8,,5.6
192,진주,2020-04-22,8.1,,5.7,2.1,40.6,11.5,3.65,26.92,,3.1
192,진주,2020-04-23,8.1,,5.5,1.6,51,12.4,3.55,27.73,,1.5
192,진주,2020-04-24,10.4,,7,2,42.3,12.4,3.6,28.19,,.4
192,진주,2020-04-25,14.4,,5.4,1.8,58.8,12.2,3.35,25.56,,0
192,진주,2020-04-26,13.7,,3.6,1.2,52.4,11.7,3.6,27.69,,3
192,진주,2020-04-27,12.7,,2.6,.8,50.8,11.5,3.42,24.33,,2.3
192,진주,2020-04-28,12.4,,2.8,.7,54.3,12.5,3.52,27.66,,.1
192,진주,2020-04-29,14.6,,2.8,.9,51.4,12.6,3.51,27.62,,.1
192,진주,2020-04-30,16,,3.7,1.2,68,12.6,3.54,27.94,,.9
192,진주,2020-05-01,20.7,,3.1,1.4,74.1,12.2,3.24,25.73,,2.9
192,진주,2020-05-02,19.2,1.3,2.9,.8,81.5,4.4,3.02,15.22,,8.1
192,진주,2020-05-03,16.8,29.5,2.3,.4,94.9,0,.93,4.02,,9.4
192,진주,2020-05-04,20.8,,2.7,.6,81,10.2,3.34,24.07,,4.1
192,진주,2020-05-05,17.7,,2.1,.6,81.1,.9,1.81,7.84,,9.1
192,진주,2020-05-06,19.1,,4,1,63.5,12.6,3.49,27.78,,1.4
192,진주,2020-05-07,16.2,,3.9,1.2,53.5,12.6,3.48,28.19,,4.1
192,진주,2020-05-08,15.7,0,3.7,.7,66.6,9.3,2.86,22,,6.8
192,진주,2020-05-09,17,45.9,3.5,1,92.6,0,.47,3.29,,9.1
192,진주,2020-05-10,18.1,,3.7,1.1,72.1,9.3,3.4,23.37,,5.1
192,진주,2020-05-11,19.6,,2.8,.6,58.8,12.6,3.57,28.76,,2
192,진주,2020-05-12,19.4,,6,2.3,44.3,12.7,3.43,27.36,,.5
192,진주,2020-05-13,17.1,,3.2,.9,51.8,12.7,3.61,29.29,,.3
192,진주,2020-05-14,17.2,,2.6,.6,55.3,9.4,2.78,21.61,,6.8
192,진주,2020-05-15,15,17.8,2.9,.3,91.9,0,.38,2.45,,9.4
192,진주,2020-05-16,19.4,.8,2.1,.4,84.8,7,3.54,21.23,,7.3
192,진주,2020-05-17,19.3,,3.6,.9,82.6,7.8,3.31,21.27,,6.3
192,진주,2020-05-18,17.8,13.6,2.5,.6,89,0,.96,4.86,,8
192,진주,2020-05-19,14.3,0,5.8,1.7,75.5,6.6,3.13,17.06,,4
192,진주,2020-05-20,15.8,,2.7,.9,72.3,7.5,3.84,24.66,,4.6
192,진주,2020-05-21,16.1,,3.4,.9,75.8,5.6,2.53,17.05,,8.1
192,진주,2020-05-22,16.5,,2.9,.9,72.9,11.3,3.33,24.93,,3.4
192,진주,2020-05-23,17.4,,2.7,1.1,72.4,13,3.56,28.7,,1
192,진주,2020-05-24,19.7,,3.1,1,80.3,5.5,3.05,18.18,,7
192,진주,2020-05-25,19.4,,1.6,.5,74.4,4.1,2.53,17.67,,9.4
192,진주,2020-05-26,19.1,,2.5,.6,78,6,3.14,17.66,,8
192,진주,2020-05-27,19.8,,2.6,.8,63.3,12,3.69,28.26,,5.8
192,진주,2020-05-28,19.5,,3.6,.9,66.5,13.1,3.39,28.61,,1.6
192,진주,2020-05-29,20.2,,2.8,.8,65.5,12.1,3.64,27.99,,3.8
192,진주,2020-05-30,19.8,,3.1,.7,61.8,4,2.02,17.05,,9.6
192,진주,2020-05-31,19.8,1.2,2.3,.7,73.8,4,2.67,18.23,,8.3
192,진주,2020-06-01,22.1,,3.8,1.1,63.1,11.9,3.46,27.17,,4
192,진주,2020-06-02,20.2,0,3.1,.9,56.6,12.7,3.69,29.94,,4.1
192,진주,2020-06-03,21.4,,2.7,.9,77.3,6.1,3.66,20.51,,7.9
192,진주,2020-06-04,24.2,,3,1,76.6,10.2,3.45,26.91,,3.8
192,진주,2020-06-05,24.1,,3,.9,72.3,10.4,2.96,23.12,,6.8
192,진주,2020-06-06,22.5,2.5,3,.9,77.9,5.2,3.08,18.19,,8.4
192,진주,2020-06-07,22.6,,3.1,.8,71.3,10.3,3.4,25.85,,4.1
192,진주,2020-06-08,23.1,,3.1,.7,63.6,13,3.49,28.59,,.1
192,진주,2020-06-09,24.2,,2.8,.8,67.6,13.1,3.51,29.42,,1.1
192,진주,2020-06-10,24.7,.4,3.2,.9,75.8,10.4,3.5,25.34,,6
192,진주,2020-06-11,24.8,3.2,2.5,.8,85.9,4.8,2.87,17.84,,7.5
192,진주,2020-06-12,24.6,11.2,3,.9,87.5,5,3.09,18.63,,8.4
192,진주,2020-06-13,23.1,39.6,2.3,.6,91.9,.6,1.7,9.64,,9.4
192,진주,2020-06-14,24.4,11.6,3.3,1.2,90.9,4.1,2.27,13.21,,8.6
192,진주,2020-06-15,23.6,,2.6,.8,75.1,12,3.45,28.37,,4.3
192,진주,2020-06-16,23.9,,3.7,.8,64.9,13.2,3.59,28.86,,5.3
192,진주,2020-06-17,21.5,.5,2.3,.6,77.9,4.8,2.21,16.24,,9.5
192,진주,2020-06-18,18.1,38.5,2,.7,95.9,0,.62,3.73,,10
192,진주,2020-06-19,22.3,2.2,3.3,1.1,77.1,8.3,3.65,24.97,,4
192,진주,2020-06-20,22.3,,2.3,.6,80.4,5.8,2.77,17.62,,6.3
192,진주,2020-06-21,22.3,,3.9,.9,78.8,9.9,3.56,24.86,,3.5
192,진주,2020-06-22,22.9,,3.4,1.2,76.4,11.7,3.4,29.15,,1.4
192,진주,2020-06-23,23.4,,3,.8,75.1,10.7,3.53,28.16,,5.5
192,진주,2020-06-24,22,26.9,2.3,.3,92.8,0,1.05,5.89,,9.4
192,진주,2020-06-25,22.9,2.9,2.8,.8,94.9,0,1.18,7.24,,9.4
192,진주,2020-06-26,24.4,,2.3,1,76.4,12,3.52,29.37,,4.3
192,진주,2020-06-27,24.2,,2.6,.6,82.1,7.3,2.63,20.7,,6.3
192,진주,2020-06-28,25.8,,2.6,.8,78.5,11.7,3.54,28.2,,2.8
192,진주,2020-06-29,21.8,92.6,3.7,1,92.3,0,.92,4.96,,9
192,진주,2020-06-30,22.7,2.1,7.5,2.9,77,8.7,3.69,26.48,,5.6
192,진주,2020-07-01,22.3,,2.5,.8,77.4,6.2,2.82,18.61,,5.8
192,진주,2020-07-02,21.6,,2.3,.6,81.4,5.8,2.28,15.12,,8.3
192,진주,2020-07-03,19.5,10.4,1.9,.8,91.4,0,.91,4.98,,9.3
192,진주,2020-07-04,21.1,,2,.5,84.5,1.1,1.72,13.16,,8.3
192,진주,2020-07-05,22.2,,2.1,.5,83.8,4,2.75,16.67,,8.5
192,진주,2020-07-06,22,0,1.4,.3,92.8,0,.79,5.14,,9.3
192,진주,2020-07-07,24.6,,3,1,84.9,9.6,3.3,24.76,,5
192,진주,2020-07-08,24.9,,2.7,.9,80.3,9.4,3.5,23.96,,5.8
192,진주,2020-07-09,22.6,2.6,3.3,1.1,90.6,.5,1.7,9.32,,7.3
192,진주,2020-07-10,23.9,62.6,2.8,1,91.6,3.7,3.03,12.73,,9.2
192,진주,2020-07-11,24.7,,2.9,1.1,87.3,2.9,2.34,15.78,,
192,진주,2020-07-12,20.9,71,2,.9,95.1,0,.6,4.07,,
192,진주,2020-07-13,19.3,121.1,2.3,.6,98.9,0,.74,3.36,,8.3
192,진주,2020-07-14,20.2,7.9,2.7,1,96.3,0,1.14,6.85,,7.9
192,진주,2020-07-15,19.5,7.5,1.9,.5,97.8,0,1.55,6.36,,7.8
192,진주,2020-07-16,22,,2.8,.8,83.1,8.9,3.79,24.37,,3.8
192,진주,2020-07-17,22.7,,3.3,.9,81.9,8.9,3.42,23.65,,5.8
192,진주,2020-07-18,22.1,,2,.7,84.8,1.7,2.04,13.39,,8.5
192,진주,2020-07-19,23.3,6.6,2.2,.7,94.1,0,.96,5.3,,9.6
192,진주,2020-07-20,26.3,.7,2.8,1.4,88,4.2,2.6,14.18,,8.9
192,진주,2020-07-21,25.2,8.3,2.3,.7,84.4,6,2.6,18.14,,9.1
192,진주,2020-07-22,23.4,36.1,2.1,.5,95.3,0,.94,5.43,,10
192,진주,2020-07-23,22.5,102.8,3.5,1.2,96.8,0,.47,2.75,,9.5
192,진주,2020-07-24,21.1,9.3,2.8,1.2,92.5,0,.48,3.21,,7.7
192,진주,2020-07-25,21.6,5.2,1.6,.5,95.6,.1,1.08,6.92,,5.3
192,진주,2020-07-26,23.7,,2.5,.9,81.3,10.8,3.31,26.09,,7
192,진주,2020-07-27,22,41.4,1.7,.5,94.9,0,.92,4.72,,9.9
192,진주,2020-07-28,24.4,21.9,2.5,.7,94.9,.7,2.15,10.02,,9.4
192,진주,2020-07-29,24.4,23.7,2.5,.4,95.6,.3,1.36,6.66,,9.1
192,진주,2020-07-30,24.6,48.4,4.5,.8,93.8,3.2,2.06,9.48,,7.7
192,진주,2020-07-31,26.2,,1.8,.8,88.3,6.5,2.83,18.24,,8.6
192,진주,2020-08-01,26.6,,2.9,.9,85.1,5.9,2.94,18.52,,8.6
192,진주,2020-08-02,27.4,,4.2,1.3,84.6,5.3,3.01,17.79,,8.3
192,진주,2020-08-03,27.2,,2.5,1.2,84.9,2.4,2,14.3,,7.9
192,진주,2020-08-04,27.4,,3,1,85.8,8.3,3.06,21.08,,5.8
192,진주,2020-08-05,27.1,26.6,2.8,1.1,90.4,2.3,2.16,12.96,,8.6
192,진주,2020-08-06,26.9,11.8,3.7,1.6,89.3,.2,1.09,5.83,,9
192,진주,2020-08-07,25.4,90.3,2.7,.8,95,0,1.11,4.13,,10
192,진주,2020-08-08,25.3,107.5,3.6,1.1,94.4,0,.59,2.83,,9.4
192,진주,2020-08-09,27.4,1.1,3.3,1.6,84.6,9.2,3.01,21.88,,6.3
192,진주,2020-08-10,25.8,68.9,3.1,1.2,95.3,0,.87,4.73,,8.8
192,진주,2020-08-11,26.5,21.9,3.1,1.2,89.8,3,2.18,9.37,,8
192,진주,2020-08-12,27.8,1.8,2.9,1,88.6,3.1,2.24,12.22,,7.4
192,진주,2020-08-13,28,,3.1,1.2,84.5,8.3,2.72,20.7,,4.8
192,진주,2020-08-14,28.7,,3,1.5,82.5,12.1,3.1,22.83,,4.8
192,진주,2020-08-15,29.2,,3.1,1.3,79.4,12.5,3.29,25.5,,3.4
192,진주,2020-08-16,28.4,,3.6,1,81.5,11.3,3.21,25.36,,3.8
192,진주,2020-08-17,28.3,,2,.8,81.3,10.1,3.37,25.08,,3.4
192,진주,2020-08-18,28.5,,2.3,.9,79.5,12.2,3.4,25.53,,.8
192,진주,2020-08-19,28.3,,2.2,.7,78.5,12.3,3.38,25.98,,1.1
192,진주,2020-08-20,28.4,,2.7,.8,77.4,12.3,3.38,25.89,,.8
192,진주,2020-08-21,27.5,,2.2,.9,80.8,8.2,3.13,21.78,,3.5
192,진주,2020-08-22,26.7,,2.3,.8,79.1,4.1,2.04,14.2,,8.4
192,진주,2020-08-23,26.6,,2.5,.8,79.5,8.4,3.28,19.55,,6.6
192,진주,2020-08-24,27.1,,2.4,.8,79.1,11.5,3.28,23.42,,4
192,진주,2020-08-25,28,0,3.5,1,77.8,10.5,2.78,20.38,,5.3
192,진주,2020-08-26,27.4,8.3,6.8,2.1,85,4.9,2.78,12.4,,8.3
192,진주,2020-08-27,27.3,14.6,5.3,1.4,88.8,3.3,2.33,13.48,,8.8
192,진주,2020-08-28,26.7,.8,2.6,.5,90.1,4.1,1.65,10.59,,7.9
192,진주,2020-08-29,27.2,.9,2.6,.8,86.9,8.5,3.14,20.03,,6.9
192,진주,2020-08-30,27.8,0,2.5,.9,83.8,8.6,3.21,22.61,,6.3
192,진주,2020-08-31,26.6,2.2,3,1.1,81.9,2.2,1.89,10.34,,6.3
192,진주,2020-09-01,26,0,2.2,.8,79.6,4.1,2.58,13.67,,7.3
192,진주,2020-09-02,25.2,49.9,4.8,1.4,91,0,1.06,3.75,,10
192,진주,2020-09-03,25.8,50.5,8.6,3.9,66.6,10.5,3.33,22.83,,4.3
192,진주,2020-09-04,22.6,,3.5,.9,81.3,9.8,3.2,21.67,,2.4
192,진주,2020-09-05,19.9,7.3,2.5,.6,92.9,0,.69,3.47,,9.9
192,진주,2020-09-06,20.3,7.9,4.6,1.6,89.1,0,.9,4.26,,10
192,진주,2020-09-07,22.2,49.9,6.7,3.3,81.1,1.8,2.51,9.55,,7.3
192,진주,2020-09-08,24.3,.5,3.8,1.8,79.9,8.5,2.54,17.25,,4.5
192,진주,2020-09-09,22.5,10.8,4.7,.9,85.6,6.8,2.78,15.36,,6.1
192,진주,2020-09-10,22.9,10.5,2.2,.6,82.9,7.9,2.66,18.58,,8.4
192,진주,2020-09-11,21.8,3.3,2.1,.8,88.5,.6,1.69,6.82,,10
192,진주,2020-09-12,21.2,2.4,3.5,1.3,82.4,1.6,1.91,9.95,,6.6
192,진주,2020-09-13,20.5,.4,1.7,.5,86.8,1,1.62,9.86,,8
192,진주,2020-09-14,22.1,,2.6,.6,83,6.8,3.25,18.36,,6.6
192,진주,2020-09-15,22.8,,2.1,.6,80,9.8,2.98,18.78,,7.3
192,진주,2020-09-16,21.4,1.8,1.5,.4,91.6,.1,1.13,5.86,,8.6
192,진주,2020-09-17,20.6,3.7,1.7,.3,92.6,.1,1.1,5.42,,9.9
192,진주,2020-09-18,18.9,1.1,1.9,.6,87.6,1.7,1.83,9.29,,8.6
192,진주,2020-09-19,18.6,,3.9,1,74.5,10.1,2.78,18.84,,4
192,진주,2020-09-20,18.2,,4.1,.9,71.8,10.7,3.07,22.09,,.1
192,진주,2020-09-21,17.5,,2.9,.8,71.1,10.5,2.76,19.86,,3.9
192,진주,2020-09-22,17.6,,3.3,1,75.6,4.4,2.5,12.48,,6.1
192,진주,2020-09-23,19.1,,2.7,1.1,70.5,1.2,1.46,9.66,,9.5
192,진주,2020-09-24,20.2,0,3.6,1.4,70.8,4.5,2.36,13.41,,6.8
192,진주,2020-09-25,19.9,,3.3,.9,74.6,7.1,2.55,14.86,,5
192,진주,2020-09-26,18.9,,2.7,.8,73.8,8.5,3,18.24,,3.9
192,진주,2020-09-27,18.4,,2.8,.9,75.5,8.7,2.06,16.65,,3.4
192,진주,2020-09-28,17,,2.9,.7,76,10.6,2.88,20.53,,2.3
192,진주,2020-09-29,17,,2.6,.6,78.1,10.1,2.8,18.67,,4.9
192,진주,2020-09-30,18.9,,2.5,.8,72.8,9.3,2.81,17.61,,4.8
192,진주,2020-10-01,19.3,,2.4,.8,75.4,9.7,2.8,19.11,,4.6
192,진주,2020-10-02,19.5,,3.5,.8,82.1,8.5,2.79,17.49,,6.5
192,진주,2020-10-03,20.6,0,2.1,.7,77.4,5.7,2.6,14.62,,8.4
192,진주,2020-10-04,19.5,.2,3.4,.6,82.8,1.8,1.61,9.27,,9.8
192,진주,2020-10-05,15.9,,4.9,1.8,52.1,10.5,2.92,20.46,,3.3
192,진주,2020-10-06,15.1,,2.6,.8,62.1,10.5,2.93,20.29,,3.8
192,진주,2020-10-07,17.4,,4,1.2,60.5,10.1,2.85,19.19,,6.4
192,진주,2020-10-08,18.2,,4.6,2.4,57,9.8,2.61,18.16,,1.4
192,진주,2020-10-09,18.8,,5.2,2.2,53.1,9.6,2.72,17.7,,4.8
192,진주,2020-10-10,18.3,,2.6,1.2,64.4,4.3,2.17,12.28,,7
192,진주,2020-10-11,16.2,,3,.8,72.8,8.4,2.53,16.57,,7.4
192,진주,2020-10-12,17.2,,3.1,.8,73,9.2,2.58,17.23,,3.1
192,진주,2020-10-13,14.2,,3.2,.8,63.1,7.7,2.74,15.67,,6.3
192,진주,2020-10-14,13.4,,3.1,.7,63.5,5.6,2.31,11.97,,6.3
192,진주,2020-10-15,14,,3,1,50.1,9.6,2.76,17.72,,5.5
192,진주,2020-10-16,12.1,0,1.4,.4,73.6,.4,.92,5.27,,9.3
192,진주,2020-10-17,14.2,,2.6,.6,71.3,9.3,2.55,16.84,,3
192,진주,2020-10-18,13.6,,2.2,.5,72,9.9,2.56,16.1,,4.8
192,진주,2020-10-19,12.8,,2.8,.6,69.4,9.7,2.36,16.09,,3
192,진주,2020-10-20,12.8,,2.6,.6,68.9,10,2.6,17.19,,.9
192,진주,2020-10-21,13.4,27.6,1.4,.4,85,1,1.45,5.23,,9.8
192,진주,2020-10-22,14.8,.8,2.4,.6,77.6,1.3,1.16,7.44,,8.8
192,진주,2020-10-23,11.1,,4,1.4,53.1,10,2.68,17.77,,0
192,진주,2020-10-24,9.4,,3.3,.8,63.5,10,2.63,17.18,,0
192,진주,2020-10-25,10.8,,2,.6,74,9.1,2.63,16.1,,1.5
192,진주,2020-10-26,11.4,,2,.5,74,9.3,2.37,15.81,,2
192,진주,2020-10-27,11.7,,1.9,.4,73.8,9.7,2.27,14.5,,4.1
192,진주,2020-10-28,12.7,0,1.8,.4,80.9,4.2,1.48,7.97,,6.5
192,진주,2020-10-29,10.5,,3,.6,65,9.9,2.48,15.63,,5.3
192,진주,2020-10-30,10.7,,2.4,.5,69.1,9.9,2.37,15.15,,1
192,진주,2020-10-31,9.9,,1.8,.4,75.4,9,2.39,13.88,,1.9
192,진주,2020-11-01,11.7,.4,1.4,.4,82.9,.1,.73,3.59,,8.9
192,진주,2020-11-02,11.8,1.9,2.1,.5,79.6,5.3,1.9,9.82,,5.8
192,진주,2020-11-03,7.3,,4.9,2,57,9.5,2.36,15.3,,.9
192,진주,2020-11-04,5.3,,2.4,.6,64.6,9.5,2.49,15.74,,0
